4.00	-8.00
6.00	-10.00
0.00	-12.00
2.00	-6.00
2.00	-6.00
4.00	-8.00
2.00	-6.00
4.00	-0.00
4.00	-8.00
6.00	-10.00
2.00	-14.00
4.00	-8.00
4.00	-8.00
6.00	-10.00
4.00	-16.00
6.00	-10.00
6.00	-18.00
8.00	-20.00
-8.00	-4.00
-6.00	-6.00
-6.00	2.00
-4.00	-8.00
-6.00	2.00
-4.00	-0.00
-4.00	-0.00
-2.00	-10.00
-6.00	2.00
-4.00	-0.00
-4.00	8.00
-2.00	-2.00
-4.00	-0.00
-2.00	-2.00
-2.00	-2.00
0.00	-12.00
-6.00	2.00
-4.00	-0.00
-4.00	8.00
-2.00	-2.00
-4.00	8.00
-2.00	6.00
-2.00	6.00
0.00	-4.00
-4.00	-0.00
-2.00	-2.00
-2.00	6.00
0.00	-4.00
-2.00	-2.00
0.00	-4.00
0.00	-4.00
2.00	-14.00
-6.00	2.00
-4.00	-0.00
-4.00	8.00
-2.00	-2.00
-4.00	8.00
-2.00	6.00
-2.00	6.00
0.00	-4.00
-4.00	8.00
-2.00	6.00
-2.00	14.00
0.00	4.00
-2.00	6.00
0.00	4.00
0.00	4.00
2.00	-6.00
-4.00	-0.00
-2.00	-2.00
-2.00	6.00
0.00	-4.00
-2.00	6.00
0.00	4.00
0.00	4.00
2.00	-6.00
-2.00	-2.00
0.00	-4.00
0.00	4.00
2.00	-6.00
0.00	-4.00
2.00	-6.00
2.00	-6.00
4.00	-16.00
-6.00	2.00
-4.00	-0.00
-4.00	8.00
-2.00	-2.00
-4.00	8.00
-2.00	6.00
-2.00	6.00
0.00	-4.00
-4.00	8.00
-2.00	6.00
-2.00	14.00
0.00	4.00
-2.00	6.00
0.00	4.00
0.00	4.00
2.00	-6.00
-4.00	8.00
-2.00	6.00
-2.00	14.00
0.00	4.00
-2.00	14.00
0.00	12.00
0.00	12.00
2.00	2.00
-2.00	6.00
0.00	4.00
0.00	12.00
2.00	2.00
0.00	4.00
2.00	2.00
2.00	2.00
4.00	-8.00
-4.00	-0.00
-2.00	-2.00
-2.00	6.00
0.00	-4.00
-2.00	6.00
0.00	4.00
0.00	4.00
2.00	-6.00
-2.00	6.00
0.00	4.00
0.00	12.00
2.00	2.00
0.00	4.00
2.00	2.00
2.00	2.00
4.00	-8.00
-2.00	-2.00
0.00	-4.00
0.00	4.00
2.00	-6.00
0.00	4.00
2.00	2.00
2.00	2.00
4.00	-8.00
0.00	-4.00
2.00	-6.00
2.00	2.00
4.00	-8.00
2.00	-6.00
4.00	-8.00
4.00	-8.00
6.00	-18.00
-6.00	2.00
-4.00	-0.00
-4.00	8.00
-2.00	-2.00
-4.00	8.00
-2.00	6.00
-2.00	6.00
0.00	-4.00
-4.00	8.00
-2.00	6.00
-2.00	14.00
0.00	4.00
-2.00	6.00
0.00	4.00
0.00	4.00
2.00	-6.00
-4.00	8.00
-2.00	6.00
-2.00	14.00
0.00	4.00
-2.00	14.00
0.00	12.00
0.00	12.00
2.00	2.00
-2.00	6.00
0.00	4.00
0.00	12.00
2.00	2.00
0.00	4.00
2.00	2.00
2.00	2.00
4.00	-8.00
-4.00	8.00
-2.00	6.00
-2.00	14.00
0.00	4.00
-2.00	14.00
0.00	12.00
0.00	12.00
2.00	2.00
-2.00	14.00
0.00	12.00
0.00	20.00
2.00	10.00
0.00	12.00
2.00	10.00
2.00	10.00
4.00	-0.00
-2.00	6.00
0.00	4.00
0.00	12.00
2.00	2.00
0.00	12.00
2.00	10.00
2.00	10.00
4.00	-0.00
0.00	4.00
2.00	2.00
2.00	10.00
4.00	-0.00
2.00	2.00
4.00	-0.00
4.00	-0.00
6.00	-10.00
-4.00	-0.00
-2.00	-2.00
-2.00	6.00
0.00	-4.00
-2.00	6.00
0.00	4.00
0.00	4.00
2.00	-6.00
-2.00	6.00
0.00	4.00
0.00	12.00
2.00	2.00
0.00	4.00
2.00	2.00
2.00	2.00
4.00	-8.00
-2.00	6.00
0.00	4.00
0.00	12.00
2.00	2.00
0.00	12.00
2.00	10.00
2.00	10.00
4.00	-0.00
0.00	4.00
2.00	2.00
2.00	10.00
4.00	-0.00
2.00	2.00
4.00	-0.00
4.00	-0.00
6.00	-10.00
-2.00	-2.00
0.00	-4.00
0.00	4.00
2.00	-6.00
0.00	4.00
2.00	2.00
2.00	2.00
4.00	-8.00
0.00	4.00
2.00	2.00
2.00	10.00
4.00	-0.00
2.00	2.00
4.00	-0.00
4.00	-0.00
6.00	-10.00
0.00	-4.00
2.00	-6.00
2.00	2.00
4.00	-8.00
2.00	2.00
4.00	-0.00
4.00	-0.00
6.00	-10.00
2.00	-6.00
4.00	-8.00
4.00	-0.00
6.00	-10.00
4.00	-8.00
6.00	-10.00
6.00	-10.00
8.00	-20.00
-6.00	-6.00
-4.00	-8.00
-4.00	-0.00
-2.00	-10.00
-4.00	-0.00
-2.00	-2.00
-2.00	-2.00
0.00	-12.00
-4.00	-0.00
-2.00	-2.00
-2.00	6.00
0.00	-4.00
-2.00	-2.00
0.00	-4.00
0.00	-4.00
2.00	-14.00
-4.00	-0.00
-2.00	-2.00
-2.00	6.00
0.00	-4.00
-2.00	6.00
0.00	4.00
0.00	4.00
2.00	-6.00
-2.00	-2.00
0.00	-4.00
0.00	4.00
2.00	-6.00
0.00	-4.00
2.00	-6.00
2.00	-6.00
4.00	-16.00
-4.00	-0.00
-2.00	-2.00
-2.00	6.00
0.00	-4.00
-2.00	6.00
0.00	4.00
0.00	4.00
2.00	-6.00
-2.00	6.00
0.00	4.00
0.00	12.00
2.00	2.00
0.00	4.00
2.00	2.00
2.00	2.00
4.00	-8.00
-2.00	-2.00
0.00	-4.00
0.00	4.00
2.00	-6.00
0.00	4.00
2.00	2.00
2.00	2.00
4.00	-8.00
0.00	-4.00
2.00	-6.00
2.00	2.00
4.00	-8.00
2.00	-6.00
4.00	-8.00
4.00	-8.00
6.00	-18.00
-4.00	-0.00
-2.00	-2.00
-2.00	6.00
0.00	-4.00
-2.00	6.00
0.00	4.00
0.00	4.00
2.00	-6.00
-2.00	6.00
0.00	4.00
0.00	12.00
2.00	2.00
0.00	4.00
2.00	2.00
2.00	2.00
4.00	-8.00
-2.00	6.00
0.00	4.00
0.00	12.00
2.00	2.00
0.00	12.00
2.00	10.00
2.00	10.00
4.00	-0.00
0.00	4.00
2.00	2.00
2.00	10.00
4.00	-0.00
2.00	2.00
4.00	-0.00
4.00	-0.00
6.00	-10.00
-2.00	-2.00
0.00	-4.00
0.00	4.00
2.00	-6.00
0.00	4.00
2.00	2.00
2.00	2.00
4.00	-8.00
0.00	4.00
2.00	2.00
2.00	10.00
4.00	-0.00
2.00	2.00
4.00	-0.00
4.00	-0.00
6.00	-10.00
0.00	-4.00
2.00	-6.00
2.00	2.00
4.00	-8.00
2.00	2.00
4.00	-0.00
4.00	-0.00
6.00	-10.00
2.00	-6.00
4.00	-8.00
4.00	-0.00
6.00	-10.00
4.00	-8.00
6.00	-10.00
6.00	-10.00
8.00	-20.00
-4.00	-8.00
-2.00	-10.00
-2.00	-2.00
0.00	-12.00
-2.00	-2.00
0.00	-4.00
0.00	-4.00
2.00	-14.00
-2.00	-2.00
0.00	-4.00
0.00	4.00
2.00	-6.00
0.00	-4.00
2.00	-6.00
2.00	-6.00
4.00	-16.00
-2.00	-2.00
0.00	-4.00
0.00	4.00
2.00	-6.00
0.00	4.00
2.00	2.00
2.00	2.00
4.00	-8.00
0.00	-4.00
2.00	-6.00
2.00	2.00
4.00	-8.00
2.00	-6.00
4.00	-8.00
4.00	-8.00
6.00	-18.00
-2.00	-2.00
0.00	-4.00
0.00	4.00
2.00	-6.00
0.00	4.00
2.00	2.00
2.00	2.00
4.00	-8.00
0.00	4.00
2.00	2.00
2.00	10.00
4.00	-0.00
2.00	2.00
4.00	-0.00
4.00	-0.00
6.00	-10.00
0.00	-4.00
2.00	-6.00
2.00	2.00
4.00	-8.00
2.00	2.00
4.00	-0.00
4.00	-0.00
6.00	-10.00
2.00	-6.00
4.00	-8.00
4.00	-0.00
6.00	-10.00
4.00	-8.00
6.00	-10.00
6.00	-10.00
8.00	-20.00
-2.00	-10.00
0.00	-12.00
0.00	-4.00
2.00	-14.00
0.00	-4.00
2.00	-6.00
2.00	-6.00
4.00	-16.00
0.00	-4.00
2.00	-6.00
2.00	2.00
4.00	-8.00
2.00	-6.00
4.00	-8.00
4.00	-8.00
6.00	-18.00
0.00	-4.00
2.00	-6.00
2.00	2.00
4.00	-8.00
2.00	2.00
4.00	-0.00
4.00	-0.00
6.00	-10.00
2.00	-6.00
4.00	-8.00
4.00	-0.00
6.00	-10.00
4.00	-8.00
6.00	-10.00
6.00	-10.00
8.00	-20.00
0.00	-12.00
2.00	-14.00
2.00	-6.00
4.00	-16.00
2.00	-6.00
4.00	-8.00
4.00	-8.00
6.00	-18.00
2.00	-6.00
4.00	-8.00
4.00	-0.00
6.00	-10.00
4.00	-8.00
6.00	-10.00
6.00	-10.00
8.00	-20.00
2.00	-14.00
4.00	-16.00
4.00	-8.00
6.00	-18.00
4.00	-8.00
6.00	-10.00
6.00	-10.00
8.00	-20.00
4.00	-16.00
6.00	-18.00
6.00	-10.00
8.00	-20.00
6.00	-18.00
8.00	-20.00
8.00	-20.00
10.00	-30.00
